2026-05-09 16:34:04.311 [Form1.cs:182] Application startup
2026-05-09 16:34:27.146 [PortIO.cs:29] OpenPort result:True
2026-05-09 16:34:27.150 [PortIO.cs:43] WritePort result:True | Data: 1BF006
2026-05-09 16:41:00.892 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 16:41:00.894 [PortIO.cs:43] WritePort result:True | Data: 1BF016
2026-05-09 16:41:00.908 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 16:41:00.910 [PortIO.cs:43] WritePort result:True | Data: 100601
2026-05-09 16:41:01.422 [PortIO.cs:70] ClosePort result:success
2026-05-09 19:57:51.156 [PortIO.cs:29] OpenPort result:True
2026-05-09 19:57:51.158 [PortIO.cs:43] WritePort result:True | Data: 1BF006
2026-05-09 19:57:51.172 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 19:57:51.173 [PortIO.cs:43] WritePort result:True | Data: 41542B434C4F5544545950453D330D0A
2026-05-09 19:57:51.188 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 19:57:51.189 [PortIO.cs:43] WritePort result:True | Data: 41542B4D51545455524C3D31302E31332E3137372E31340D0A
2026-05-09 19:57:51.267 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 19:57:51.268 [PortIO.cs:43] WritePort result:True | Data: 41542B4D515454504F52543D393838330D0A
2026-05-09 19:57:51.283 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 19:57:51.284 [PortIO.cs:43] WritePort result:True | Data: 41542B4D5154544445564943454E414D453D757365720D0A
2026-05-09 19:57:51.299 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 19:57:51.300 [PortIO.cs:43] WritePort result:True | Data: 41542B4D51545444455649434549443D3131313232323434340D0A
2026-05-09 19:57:51.315 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 19:57:51.316 [PortIO.cs:43] WritePort result:True | Data: 41542B4D51545450415353574F52443D757365723132330D0A
2026-05-09 19:57:51.331 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 19:57:51.332 [PortIO.cs:43] WritePort result:True | Data: 41542B4D515454544F5049433D2F7379732F3131313232323434342F757365722F646174612C2F7379732F3131313232323434342F757365722F7374617475730D0A
2026-05-09 19:57:51.347 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 19:57:51.348 [PortIO.cs:43] WritePort result:True | Data: 41542B4D51545450494E473D3138300D0A
2026-05-09 19:57:51.378 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 19:57:51.379 [PortIO.cs:43] WritePort result:True | Data: 1BF016
2026-05-09 19:57:51.394 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 19:57:51.396 [PortIO.cs:43] WritePort result:True | Data: 100601
2026-05-09 19:57:51.910 [PortIO.cs:70] ClosePort result:success
2026-05-09 20:13:02.622 [PortIO.cs:29] OpenPort result:True
2026-05-09 20:13:02.627 [PortIO.cs:43] WritePort result:True | Data: 1BF006
2026-05-09 20:13:02.638 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:13:02.640 [PortIO.cs:43] WritePort result:True | Data: 41542B434C4F5544545950453D330D0A
2026-05-09 20:13:02.654 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:13:02.655 [PortIO.cs:43] WritePort result:True | Data: 41542B4D51545455524C3D31302E31332E3137372E31340D0A
2026-05-09 20:13:02.670 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:13:02.672 [PortIO.cs:43] WritePort result:True | Data: 41542B4D515454504F52543D393838330D0A
2026-05-09 20:13:02.685 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:13:02.687 [PortIO.cs:43] WritePort result:True | Data: 41542B4D5154544445564943454E414D453D757365720D0A
2026-05-09 20:13:02.701 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:13:02.703 [PortIO.cs:43] WritePort result:True | Data: 41542B4D51545444455649434549443D3131313232323434340D0A
2026-05-09 20:13:02.717 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:13:02.718 [PortIO.cs:43] WritePort result:True | Data: 41542B4D51545450415353574F52443D757365723132330D0A
2026-05-09 20:13:02.749 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:13:02.750 [PortIO.cs:43] WritePort result:True | Data: 41542B4D515454544F5049433D2F7379732F3131313232323434342F757365722F646174612C2F7379732F3131313232323434342F757365722F7374617475730D0A
2026-05-09 20:13:02.765 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:13:02.766 [PortIO.cs:43] WritePort result:True | Data: 41542B4D51545450494E473D3138300D0A
2026-05-09 20:13:02.781 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:13:02.783 [PortIO.cs:43] WritePort result:True | Data: 1BF016
2026-05-09 20:13:02.797 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:13:02.799 [PortIO.cs:43] WritePort result:True | Data: 100601
2026-05-09 20:13:03.315 [PortIO.cs:70] ClosePort result:success
2026-05-09 20:20:09.433 [PortIO.cs:29] OpenPort result:True
2026-05-09 20:20:09.435 [PortIO.cs:43] WritePort result:True | Data: 1BF006
2026-05-09 20:20:09.448 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:20:09.449 [PortIO.cs:43] WritePort result:True | Data: 41542B434C4F5544545950453D330D0A
2026-05-09 20:20:09.464 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:20:09.465 [PortIO.cs:43] WritePort result:True | Data: 41542B4D51545455524C3D31302E31332E3137372E31340D0A
2026-05-09 20:20:09.480 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:20:09.480 [PortIO.cs:43] WritePort result:True | Data: 41542B4D515454504F52543D393838330D0A
2026-05-09 20:20:09.496 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:20:09.497 [PortIO.cs:43] WritePort result:True | Data: 41542B4D5154544445564943454E414D453D757365720D0A
2026-05-09 20:20:09.512 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:20:09.513 [PortIO.cs:43] WritePort result:True | Data: 41542B4D51545444455649434549443D3131313232323535350D0A
2026-05-09 20:20:09.591 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:20:09.592 [PortIO.cs:43] WritePort result:True | Data: 41542B4D51545450415353574F52443D757365723132330D0A
2026-05-09 20:20:09.607 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:20:09.608 [PortIO.cs:43] WritePort result:True | Data: 41542B4D515454544F5049433D2F7379732F3131313232323535352F757365722F646174612C2F7379732F3131313232323535352F757365722F7374617475730D0A
2026-05-09 20:20:09.685 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:20:09.685 [PortIO.cs:43] WritePort result:True | Data: 41542B4D51545450494E473D3138300D0A
2026-05-09 20:20:09.701 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:20:09.703 [PortIO.cs:43] WritePort result:True | Data: 1BF016
2026-05-09 20:20:09.716 [PortIO.cs:62] ReadPort get:2 read:2 | Data: 4F4B000000000000000000000000000000000000000000000000000000000000
2026-05-09 20:20:09.718 [PortIO.cs:43] WritePort result:True | Data: 100601
2026-05-09 20:20:10.230 [PortIO.cs:70] ClosePort result:success
